author,train_sample_count,raw_weight,clipped_weight,sample_weight
高若拙,1,1.00000000,0.50000000,3.89189043
元德昭,1,1.00000000,0.50000000,3.89189043
林無隱,1,1.00000000,0.50000000,3.89189043
王廷珪,1,1.00000000,0.50000000,3.89189043
石文德,1,1.00000000,0.50000000,3.89189043
張迥,1,1.00000000,0.50000000,3.89189043
鍾元章,1,1.00000000,0.50000000,3.89189043
楊鳧,1,1.00000000,0.50000000,3.89189043
王俊,1,1.00000000,0.50000000,3.89189043
薛沆,1,1.00000000,0.50000000,3.89189043
張顗,1,1.00000000,0.50000000,3.89189043
張林,1,1.00000000,0.50000000,3.89189043
盧休,1,1.00000000,0.50000000,3.89189043
李範,1,1.00000000,0.50000000,3.89189043
林楚才,1,1.00000000,0.50000000,3.89189043
孟不疑,1,1.00000000,0.50000000,3.89189043
龐季子,1,1.00000000,0.50000000,3.89189043
郭思,1,1.00000000,0.50000000,3.89189043
盧載,1,1.00000000,0.50000000,3.89189043
史瑜,1,1.00000000,0.50000000,3.89189043
賀公,1,1.00000000,0.50000000,3.89189043
米都知,1,1.00000000,0.50000000,3.89189043
陳秀才,1,1.00000000,0.50000000,3.89189043
崔李二生,1,1.00000000,0.50000000,3.89189043
范氏子,1,1.00000000,0.50000000,3.89189043
韓熙載客,1,1.00000000,0.50000000,3.89189043
武后宮人,1,1.00000000,0.50000000,3.89189043
開元宮人,1,1.00000000,0.50000000,3.89189043
德宗宮人,1,1.00000000,0.50000000,3.89189043
宣宗宮人,1,1.00000000,0.50000000,3.89189043
僖宗宮人,1,1.00000000,0.50000000,3.89189043
李舜弦,1,1.00000000,0.50000000,3.89189043
金真德,1,1.00000000,0.50000000,3.89189043
寶曆宮人,1,1.00000000,0.50000000,3.89189043
楊容華,1,1.00000000,0.50000000,3.89189043
喬氏,1,1.00000000,0.50000000,3.89189043
七歲女子,1,1.00000000,0.50000000,3.89189043
林氏,1,1.00000000,0.50000000,3.89189043
郭紹蘭,1,1.00000000,0.50000000,3.89189043
裴淑,1,1.00000000,0.50000000,3.89189043
楊德麟,1,1.00000000,0.50000000,3.89189043
崔氏,1,1.00000000,0.50000000,3.89189043
陳玉蘭,1,1.00000000,0.50000000,3.89189043
薛媛,1,1.00000000,0.50000000,3.89189043
張立本女,1,1.00000000,0.50000000,3.89189043
侯氏,1,1.00000000,0.50000000,3.89189043
慎氏,1,1.00000000,0.50000000,3.89189043
薛瑤,1,1.00000000,0.50000000,3.89189043
王霞卿,1,1.00000000,0.50000000,3.89189043
任氏,1,1.00000000,0.50000000,3.89189043
周仲美,1,1.00000000,0.50000000,3.89189043
柳氏,1,1.00000000,0.50000000,3.89189043
程洛賓,1,1.00000000,0.50000000,3.89189043
紅綃妓,1,1.00000000,0.50000000,3.89189043
崔紫雲,1,1.00000000,0.50000000,3.89189043
孟氏,1,1.00000000,0.50000000,3.89189043
崔素娥,1,1.00000000,0.50000000,3.89189043
[嚴]續姬,1,1.00000000,0.50000000,3.89189043
薛瓊,1,1.00000000,0.50000000,3.89189043
趙虛舟,1,1.00000000,0.50000000,3.89189043
長孫佐轉妻,1,1.00000000,0.50000000,3.89189043
劉元載妻,1,1.00000000,0.50000000,3.89189043
劉氏婦,1,1.00000000,0.50000000,3.89189043
葛氏女,1,1.00000000,0.50000000,3.89189043
若耶溪女子,1,1.00000000,0.50000000,3.89189043
誰氏女,1,1.00000000,0.50000000,3.89189043
曹文姬,1,1.00000000,0.50000000,3.89189043
太原妓,1,1.00000000,0.50000000,3.89189043
襄陽妓,1,1.00000000,0.50000000,3.89189043
楚兒,1,1.00000000,0.50000000,3.89189043
顏令賓,1,1.00000000,0.50000000,3.89189043
平康妓,1,1.00000000,0.50000000,3.89189043
盛小叢,1,1.00000000,0.50000000,3.89189043
蓮花妓,1,1.00000000,0.50000000,3.89189043
韓襄客,1,1.00000000,0.50000000,3.89189043
豐干,1,1.00000000,0.50000000,3.89189043
道恭,1,1.00000000,0.50000000,3.89189043
僧鳳,1,1.00000000,0.50000000,3.89189043
中寤,1,1.00000000,0.50000000,3.89189043
理瑩,1,1.00000000,0.50000000,3.89189043
含曦,1,1.00000000,0.50000000,3.89189043
韜光,1,1.00000000,0.50000000,3.89189043
智亮,1,1.00000000,0.50000000,3.89189043
良乂,1,1.00000000,0.50000000,3.89189043
懷楚,1,1.00000000,0.50000000,3.89189043
躭章,1,1.00000000,0.50000000,3.89189043
雲表,1,1.00000000,0.50000000,3.89189043
泠然,1,1.00000000,0.50000000,3.89189043
大愚,1,1.00000000,0.50000000,3.89189043
恆超,1,1.00000000,0.50000000,3.89189043
元寂,1,1.00000000,0.50000000,3.89189043
謙光,1,1.00000000,0.50000000,3.89189043
栖一,1,1.00000000,0.50000000,3.89189043
無作,1,1.00000000,0.50000000,3.89189043
清尚,1,1.00000000,0.50000000,3.89189043
曇翼,1,1.00000000,0.50000000,3.89189043
隱求,1,1.00000000,0.50000000,3.89189043
玄寶,1,1.00000000,0.50000000,3.89189043
法輪,1,1.00000000,0.50000000,3.89189043
常雅,1,1.00000000,0.50000000,3.89189043
滄浩,1,1.00000000,0.50000000,3.89189043
若水,1,1.00000000,0.50000000,3.89189043
文鑒,1,1.00000000,0.50000000,3.89189043
水心寺僧,1,1.00000000,0.50000000,3.89189043
無名釋,1,1.00000000,0.50000000,3.89189043
南唐失名僧,1,1.00000000,0.50000000,3.89189043
唐末僧,1,1.00000000,0.50000000,3.89189043
神迥,1,1.00000000,0.50000000,3.89189043
元礎,1,1.00000000,0.50000000,3.89189043
悟清,1,1.00000000,0.50000000,3.89189043
淡然,1,1.00000000,0.50000000,3.89189043
庭實,1,1.00000000,0.50000000,3.89189043
知業,1,1.00000000,0.50000000,3.89189043
志定,1,1.00000000,0.50000000,3.89189043
靈準,1,1.00000000,0.50000000,3.89189043
司馬承禎,1,1.00000000,0.50000000,3.89189043
張氳,1,1.00000000,0.50000000,3.89189043
裴翛然,1,1.00000000,0.50000000,3.89189043
軒轅彌明,1,1.00000000,0.50000000,3.89189043
李昇,1,1.00000000,0.50000000,3.89189043
范堯佐,1,1.00000000,0.50000000,3.89189043
虞有賢,1,1.00000000,0.50000000,3.89189043
舒道紀,1,1.00000000,0.50000000,3.89189043
申歡,1,1.00000000,0.50000000,3.89189043
侯道華,1,1.00000000,0.50000000,3.89189043
陸禹臣,1,1.00000000,0.50000000,3.89189043
李真,1,1.00000000,0.50000000,3.89189043
吳涵虛,1,1.00000000,0.50000000,3.89189043
段穀,1,1.00000000,0.50000000,3.89189043
趙自然,1,1.00000000,0.50000000,3.89189043
藍采和,1,1.00000000,0.50000000,3.89189043
清遠道士,1,1.00000000,0.50000000,3.89189043
芙蓉古丈夫　毛女,1,1.00000000,0.50000000,3.89189043
希道,1,1.00000000,0.50000000,3.89189043
隱者,1,1.00000000,0.50000000,3.89189043
廣陵道士,1,1.00000000,0.50000000,3.89189043
黃冠野夫,1,1.00000000,0.50000000,3.89189043
蜀中酒閣道人,1,1.00000000,0.50000000,3.89189043
萼嶺書生,1,1.00000000,0.50000000,3.89189043
樵夫,1,1.00000000,0.50000000,3.89189043
李公佐僕,1,1.00000000,0.50000000,3.89189043
許大,1,1.00000000,0.50000000,3.89189043
青城丈人,1,1.00000000,0.50000000,3.89189043
太乙真君,1,1.00000000,0.50000000,3.89189043
方壺居士,1,1.00000000,0.50000000,3.89189043
鄰道場人,1,1.00000000,0.50000000,3.89189043
李太玄,1,1.00000000,0.50000000,3.89189043
鄭冠卿,1,1.00000000,0.50000000,3.89189043
崔少玄,1,1.00000000,0.50000000,3.89189043
南溟夫人,1,1.00000000,0.50000000,3.89189043
吳清妻,1,1.00000000,0.50000000,3.89189043
上元夫人,1,1.00000000,0.50000000,3.89189043
青童,1,1.00000000,0.50000000,3.89189043
吳彩鸞,1,1.00000000,0.50000000,3.89189043
王氏女,1,1.00000000,0.50000000,3.89189043
桃花夫人,1,1.00000000,0.50000000,3.89189043
妙女,1,1.00000000,0.50000000,3.89189043
洞庭龍君,1,1.00000000,0.50000000,3.89189043
龍護老人,1,1.00000000,0.50000000,3.89189043
冥吏,1,1.00000000,0.50000000,3.89189043
李序,1,1.00000000,0.50000000,3.89189043
太白山神,1,1.00000000,0.50000000,3.89189043
瀵水神,1,1.00000000,0.50000000,3.89189043
龍女,1,1.00000000,0.50000000,3.89189043
廣利王女,1,1.00000000,0.50000000,3.89189043
黃陵美人,1,1.00000000,0.50000000,3.89189043
慕容垂,1,1.00000000,0.50000000,3.89189043
釋明解,1,1.00000000,0.50000000,3.89189043
巴峽鬼,1,1.00000000,0.50000000,3.89189043
河[湄]鬼,1,1.00000000,0.50000000,3.89189043
介胄鬼,1,1.00000000,0.50000000,3.89189043
李叔霽,1,1.00000000,0.50000000,3.89189043
竇裕,1,1.00000000,0.50000000,3.89189043
書生,1,1.00000000,0.50000000,3.89189043
陸憑,1,1.00000000,0.50000000,3.89189043
韓弇,1,1.00000000,0.50000000,3.89189043
尉佗,1,1.00000000,0.50000000,3.89189043
劉溉,1,1.00000000,0.50000000,3.89189043
鄭瓊羅,1,1.00000000,0.50000000,3.89189043
沈青箱,1,1.00000000,0.50000000,3.89189043
襄陽旅殯舉人,1,1.00000000,0.50000000,3.89189043
河中鬼,1,1.00000000,0.50000000,3.89189043
蕭微,1,1.00000000,0.50000000,3.89189043
石恪,1,1.00000000,0.50000000,3.89189043
趙𤰳,1,1.00000000,0.50000000,3.89189043
九華山白衣,1,1.00000000,0.50000000,3.89189043
田達誠借宅鬼,1,1.00000000,0.50000000,3.89189043
長安中鬼,1,1.00000000,0.50000000,3.89189043
隔窗鬼,1,1.00000000,0.50000000,3.89189043
徐侃,1,1.00000000,0.50000000,3.89189043
冢中人,1,1.00000000,0.50000000,3.89189043
任彥思家鬼,1,1.00000000,0.50000000,3.89189043
峽中白衣,1,1.00000000,0.50000000,3.89189043
張仁寶,1,1.00000000,0.50000000,3.89189043
崔常侍,1,1.00000000,0.50000000,3.89189043
朱均,1,1.00000000,0.50000000,3.89189043
密陀僧,1,1.00000000,0.50000000,3.89189043
沙磧女子,1,1.00000000,0.50000000,3.89189043
湘中女子,1,1.00000000,0.50000000,3.89189043
孟蜀妃張太華,1,1.00000000,0.50000000,3.89189043
魏朋妻,1,1.00000000,0.50000000,3.89189043
劉氏亡婦,1,1.00000000,0.50000000,3.89189043
無名女鬼,1,1.00000000,0.50000000,3.89189043
穠華,1,1.00000000,0.50000000,3.89189043
張守中,1,1.00000000,0.50000000,3.89189043
肅宗,1,1.00000000,0.50000000,3.89189043
代宗,1,1.00000000,0.50000000,3.89189043
邢鳳,1,1.00000000,0.50000000,3.89189043
石季武,1,1.00000000,0.50000000,3.89189043
盧獻卿,1,1.00000000,0.50000000,3.89189043
郭仁表,1,1.00000000,0.50000000,3.89189043
國邵南,1,1.00000000,0.50000000,3.89189043
張生,1,1.00000000,0.50000000,3.89189043
漳郡守,1,1.00000000,0.50000000,3.89189043
獨孤遐叔妻白氏,1,1.00000000,0.50000000,3.89189043
張氏女,1,1.00000000,0.50000000,3.89189043
病狂人,1,1.00000000,0.50000000,3.89189043
任玠,1,1.00000000,0.50000000,3.89189043
曾崇範妻,1,1.00000000,0.50000000,3.89189043
裴略,1,1.00000000,0.50000000,3.89189043
選人,1,1.00000000,0.50000000,3.89189043
竇昉,1,1.00000000,0.50000000,3.89189043
梁寶,1,1.00000000,0.50000000,3.89189043
釋元康,1,1.00000000,0.50000000,3.89189043
石抱忠,1,1.00000000,0.50000000,3.89189043
陸子,1,1.00000000,0.50000000,3.89189043
吳人,1,1.00000000,0.50000000,3.89189043
封抱一,1,1.00000000,0.50000000,3.89189043
麴崇裕,1,1.00000000,0.50000000,3.89189043
韋鏗,1,1.00000000,0.50000000,3.89189043
邵景,1,1.00000000,0.50000000,3.89189043
黃幡綽,1,1.00000000,0.50000000,3.89189043
張懷慶,1,1.00000000,0.50000000,3.89189043
高亭,1,1.00000000,0.50000000,3.89189043
柳棠,1,1.00000000,0.50000000,3.89189043
朱澤,1,1.00000000,0.50000000,3.89189043
鄭光業,1,1.00000000,0.50000000,3.89189043
姚嶸,1,1.00000000,0.50000000,3.89189043
李日新,1,1.00000000,0.50000000,3.89189043
柳逢,1,1.00000000,0.50000000,3.89189043
黎瓘,1,1.00000000,0.50000000,3.89189043
張保胤,1,1.00000000,0.50000000,3.89189043
陸巖夢,1,1.00000000,0.50000000,3.89189043
李都,1,1.00000000,0.50000000,3.89189043
荆人,1,1.00000000,0.50000000,3.89189043
馮道幕客,1,1.00000000,0.50000000,3.89189043
李花開,1,1.00000000,0.50000000,3.89189043
馮暉,1,1.00000000,0.50000000,3.89189043
楊苧蘿,1,1.00000000,0.50000000,3.89189043
郫城令,1,1.00000000,0.50000000,3.89189043
太守,1,1.00000000,0.50000000,3.89189043
劉炎,1,1.00000000,0.50000000,3.89189043
甘洽,1,1.00000000,0.50000000,3.89189043
閻敬愛,1,1.00000000,0.50000000,3.89189043
李和風,1,1.00000000,0.50000000,3.89189043
歸氏子,1,1.00000000,0.50000000,3.89189043
張魯封,1,1.00000000,0.50000000,3.89189043
李晝,1,1.00000000,0.50000000,3.89189043
楊鸞,1,1.00000000,0.50000000,3.89189043
座客,1,1.00000000,0.50000000,3.89189043
周顓,1,1.00000000,0.50000000,3.89189043
蘇芸,1,1.00000000,0.50000000,3.89189043
包賀,1,1.00000000,0.50000000,3.89189043
商則,1,1.00000000,0.50000000,3.89189043
羅穎,1,1.00000000,0.50000000,3.89189043
僧法軌,1,1.00000000,0.50000000,3.89189043
杜兼,1,1.00000000,0.50000000,3.89189043
伶人,1,1.00000000,0.50000000,3.89189043
張翱,1,1.00000000,0.50000000,3.89189043
趙武建,1,1.00000000,0.50000000,3.89189043
宋元素,1,1.00000000,0.50000000,3.89189043
張幹,1,1.00000000,0.50000000,3.89189043
盧照隣,1,1.00000000,0.50000000,3.89189043
劉綺莊,1,1.00000000,0.50000000,3.89189043
劉乙,1,1.00000000,0.50000000,3.89189043
盧言,1,1.00000000,0.50000000,3.89189043
韋洪,1,1.00000000,0.50000000,3.89189043
馬乂,1,1.00000000,0.50000000,3.89189043
林披,1,1.00000000,0.50000000,3.89189043
公孫杲,1,1.00000000,0.50000000,3.89189043
李敻,1,1.00000000,0.50000000,3.89189043
暢甫,1,1.00000000,0.50000000,3.89189043
吳黔,1,1.00000000,0.50000000,3.89189043
錢信,1,1.00000000,0.50000000,3.89189043
胡傳美,1,1.00000000,0.50000000,3.89189043
許宏,1,1.00000000,0.50000000,3.89189043
孟翔,1,1.00000000,0.50000000,3.89189043
崔耿,1,1.00000000,0.50000000,3.89189043
扈載,1,1.00000000,0.50000000,3.89189043
薛光謙,1,1.00000000,0.50000000,3.89189043
蜀主王衍,1,1.00000000,0.50000000,3.89189043
後蜀主孟昶,1,1.00000000,0.50000000,3.89189043
張松齡,1,1.00000000,0.50000000,3.89189043
竇弘餘,1,1.00000000,0.50000000,3.89189043
崔懷寶,1,1.00000000,0.50000000,3.89189043
鍾輻,1,1.00000000,0.50000000,3.89189043
劉侍讀,1,1.00000000,0.50000000,3.89189043
林楚翹,1,1.00000000,0.50000000,3.89189043
惠文太子,1,1.00000000,0.50000000,3.89189043
元兢,1,1.00000000,0.50000000,3.89189043
馬總,1,1.00000000,0.50000000,3.89189043
高鶴林,1,1.00000000,0.50000000,3.89189043
清觀,1,1.00000000,0.50000000,3.89189043
陳閏,1,1.00000000,0.50000000,3.89189043
李堪,1,1.00000000,0.50000000,3.89189043
金立之,1,1.00000000,0.50000000,3.89189043
金可紀,1,1.00000000,0.50000000,3.89189043
莊翱,1,1.00000000,0.50000000,3.89189043
陰行先,1,1.00000000,0.50000000,3.89189043
梁知微,1,1.00000000,0.50000000,3.89189043
李伯魚,1,1.00000000,0.50000000,3.89189043
楊重玄,1,1.00000000,0.50000000,3.89189043
朱使欣,1,1.00000000,0.50000000,3.89189043
袁恕己,1,1.00000000,0.50000000,3.89189043
劉幽求,1,1.00000000,0.50000000,3.89189043
章玄同,1,1.00000000,0.50000000,3.89189043
王紹宗,1,1.00000000,0.50000000,3.89189043
鄭遂初,1,1.00000000,0.50000000,3.89189043
李崇嗣,1,1.00000000,0.50000000,3.89189043
張楚金,1,1.00000000,0.50000000,3.89189043
房融,1,1.00000000,0.50000000,3.89189043
郭利貞,1,1.00000000,0.50000000,3.89189043
李澄之,1,1.00000000,0.50000000,3.89189043
洪子輿,1,1.00000000,0.50000000,3.89189043
寇泚,1,1.00000000,0.50000000,3.89189043
楊廉,1,1.00000000,0.50000000,3.89189043
竇希玠,1,1.00000000,0.50000000,3.89189043
鄭南金,1,1.00000000,0.50000000,3.89189043
李咸,1,1.00000000,0.50000000,3.89189043
于經野,1,1.00000000,0.50000000,3.89189043
王景,1,1.00000000,0.50000000,3.89189043
麴瞻,1,1.00000000,0.50000000,3.89189043
樊忱,1,1.00000000,0.50000000,3.89189043
李從遠,1,1.00000000,0.50000000,3.89189043
周利用,1,1.00000000,0.50000000,3.89189043
張景源,1,1.00000000,0.50000000,3.89189043
李恆,1,1.00000000,0.50000000,3.89189043
源光裕,1,1.00000000,0.50000000,3.89189043
劉昇,1,1.00000000,0.50000000,3.89189043
韋抗,1,1.00000000,0.50000000,3.89189043
李暠,1,1.00000000,0.50000000,3.89189043
程行諶,1,1.00000000,0.50000000,3.89189043
褚秀,1,1.00000000,0.50000000,3.89189043
宇文融,1,1.00000000,0.50000000,3.89189043
崔沔,1,1.00000000,0.50000000,3.89189043
崔尚,1,1.00000000,0.50000000,3.89189043
房琯,1,1.00000000,0.50000000,3.89189043
崔禹錫,1,1.00000000,0.50000000,3.89189043
裴耀卿,1,1.00000000,0.50000000,3.89189043
崔頌,1,1.00000000,0.50000000,3.89189043
孫翃,1,1.00000000,0.50000000,3.89189043
徐仁友,1,1.00000000,0.50000000,3.89189043
蘇綰,1,1.00000000,0.50000000,3.89189043
康庭芝,1,1.00000000,0.50000000,3.89189043
張宣明,1,1.00000000,0.50000000,3.89189043
盧崇道,1,1.00000000,0.50000000,3.89189043
蔡希周,1,1.00000000,0.50000000,3.89189043
張翬,1,1.00000000,0.50000000,3.89189043
樊晃,1,1.00000000,0.50000000,3.89189043
史青,1,1.00000000,0.50000000,3.89189043
邢巨,1,1.00000000,0.50000000,3.89189043
崔珪,1,1.00000000,0.50000000,3.89189043
袁瓘,1,1.00000000,0.50000000,3.89189043
厙狄履溫,1,1.00000000,0.50000000,3.89189043
寇坦,1,1.00000000,0.50000000,3.89189043
楊炎,1,1.00000000,0.50000000,3.89189043
張漸,1,1.00000000,0.50000000,3.89189043
宋昱,1,1.00000000,0.50000000,3.89189043
崔翹,1,1.00000000,0.50000000,3.89189043
梁昇卿,1,1.00000000,0.50000000,3.89189043
吳鞏,1,1.00000000,0.50000000,3.89189043
陸海,1,1.00000000,0.50000000,3.89189043
李元操,1,1.00000000,0.50000000,3.89189043
陶峴,1,1.00000000,0.50000000,3.89189043
蘇替,1,1.00000000,0.50000000,3.89189043
傅溫,1,1.00000000,0.50000000,3.89189043
曹戵,1,1.00000000,0.50000000,3.89189043
陳素風,1,1.00000000,0.50000000,3.89189043
溫達,1,1.00000000,0.50000000,3.89189043
盧條,1,1.00000000,0.50000000,3.89189043
崔行檢,1,1.00000000,0.50000000,3.89189043
陳上卿,1,1.00000000,0.50000000,3.89189043
樊寔,1,1.00000000,0.50000000,3.89189043
張殷衡,1,1.00000000,0.50000000,3.89189043
解叔祿,1,1.00000000,0.50000000,3.89189043
石嚴,1,1.00000000,0.50000000,3.89189043
張野人,1,1.00000000,0.50000000,3.89189043
衛填,1,1.00000000,0.50000000,3.89189043
虞搆,1,1.00000000,0.50000000,3.89189043
崔幢,1,1.00000000,0.50000000,3.89189043
李淮,1,1.00000000,0.50000000,3.89189043
金雲卿,1,1.00000000,0.50000000,3.89189043
楊郁伯,1,1.00000000,0.50000000,3.89189043
李伯良,1,1.00000000,0.50000000,3.89189043
長孫鎰,1,1.00000000,0.50000000,3.89189043
戴寥,1,1.00000000,0.50000000,3.89189043
豆盧岑,1,1.00000000,0.50000000,3.89189043
沈寧,1,1.00000000,0.50000000,3.89189043
顧効古,1,1.00000000,0.50000000,3.89189043
盧邕,1,1.00000000,0.50000000,3.89189043
李潭,1,1.00000000,0.50000000,3.89189043
鄭明,1,1.00000000,0.50000000,3.89189043
王有初,1,1.00000000,0.50000000,3.89189043
周存孺,1,1.00000000,0.50000000,3.89189043
章嶰,1,1.00000000,0.50000000,3.89189043
朴昂,1,1.00000000,0.50000000,3.89189043
韋振,1,1.00000000,0.50000000,3.89189043
漢皓,1,1.00000000,0.50000000,3.89189043
道彥,1,1.00000000,0.50000000,3.89189043
子泰,1,1.00000000,0.50000000,3.89189043
紹伯,1,1.00000000,0.50000000,3.89189043
季方,1,1.00000000,0.50000000,3.89189043
李侍御,1,1.00000000,0.50000000,3.89189043
陸侍御,1,1.00000000,0.50000000,3.89189043
盧秀才,1,1.00000000,0.50000000,3.89189043
真元,1,1.00000000,0.50000000,3.89189043
真幹,1,1.00000000,0.50000000,3.89189043
去奢,1,1.00000000,0.50000000,3.89189043
良人,1,1.00000000,0.50000000,3.89189043
清閑,1,1.00000000,0.50000000,3.89189043
靈業,1,1.00000000,0.50000000,3.89189043
大閑,1,1.00000000,0.50000000,3.89189043
奉蚌,1,1.00000000,0.50000000,3.89189043
香兒,1,1.00000000,0.50000000,3.89189043
楊齊悊,1,1.00000000,0.50000000,3.89189043
暢諸,1,1.00000000,0.50000000,3.89189043
梁去惑,1,1.00000000,0.50000000,3.89189043
房旭,1,1.00000000,0.50000000,3.89189043
樂仲卿,1,1.00000000,0.50000000,3.89189043
嚴嶷,1,1.00000000,0.50000000,3.89189043
鄭愿,1,1.00000000,0.50000000,3.89189043
孟嬰,1,1.00000000,0.50000000,3.89189043
鄭韞玉,1,1.00000000,0.50000000,3.89189043
皇甫斌,1,1.00000000,0.50000000,3.89189043
桓顒,1,1.00000000,0.50000000,3.89189043
盧茂欽,1,1.00000000,0.50000000,3.89189043
沙門日進,1,1.00000000,0.50000000,3.89189043
王勔,1,1.00000000,0.50000000,3.89189043
賈言淑,1,1.00000000,0.50000000,3.89189043
尹元凱,1,1.00000000,0.50000000,3.89189043
溫翁念,1,1.00000000,0.50000000,3.89189043
李鵬,1,1.00000000,0.50000000,3.89189043
光溫古,1,1.00000000,0.50000000,3.89189043
成公簡,1,1.00000000,0.50000000,3.89189043
李大寶,1,1.00000000,0.50000000,3.89189043
閭丘均,1,1.00000000,0.50000000,3.89189043
權澈,1,1.00000000,0.50000000,3.89189043
楊泰師,1,1.00000000,0.50000000,3.89189043
徐淮,1,1.00000000,0.50000000,3.89189043
程序,1,1.00000000,0.50000000,3.89189043
徐泳,1,1.00000000,0.50000000,3.89189043
顧况,1,1.00000000,0.50000000,3.89189043
于德晦,1,1.00000000,0.50000000,3.89189043
吉逾,1,1.00000000,0.50000000,3.89189043
吉騊駼,1,1.00000000,0.50000000,3.89189043
吉播,1,1.00000000,0.50000000,3.89189043
王益,1,1.00000000,0.50000000,3.89189043
軒轅偉,1,1.00000000,0.50000000,3.89189043
于季友,1,1.00000000,0.50000000,3.89189043
范的,1,1.00000000,0.50000000,3.89189043
韋綬,1,1.00000000,0.50000000,3.89189043
任宇,1,1.00000000,0.50000000,3.89189043
王謩,1,1.00000000,0.50000000,3.89189043
魏深,1,1.00000000,0.50000000,3.89189043
李顏,1,1.00000000,0.50000000,3.89189043
李蠙,1,1.00000000,0.50000000,3.89189043
黃蟾,1,1.00000000,0.50000000,3.89189043
楊氏,1,1.00000000,0.50000000,3.89189043
李夷鄴,1,1.00000000,0.50000000,3.89189043
孟歸唐,1,1.00000000,0.50000000,3.89189043
陳曙,1,1.00000000,0.50000000,3.89189043
程傑,1,1.00000000,0.50000000,3.89189043
仁貞,1,1.00000000,0.50000000,3.89189043
貞素,1,1.00000000,0.50000000,3.89189043
思託,1,1.00000000,0.50000000,3.89189043
法進,1,1.00000000,0.50000000,3.89189043
遠公,1,1.00000000,0.50000000,3.89189043
天目僧,1,1.00000000,0.50000000,3.89189043
楊勛,1,1.00000000,0.50000000,3.89189043
李淵,1,1.00000000,0.50000000,3.89189043
左匡政,1,1.00000000,0.50000000,3.89189043
岑義,1,1.00000000,0.50000000,3.89189043
弘忍,1,1.00000000,0.50000000,3.89189043
神秀,1,1.00000000,0.50000000,3.89189043
元德秀,1,1.00000000,0.50000000,3.89189043
劉秩,1,1.00000000,0.50000000,3.89189043
牛仙客,1,1.00000000,0.50000000,3.89189043
無際,1,1.00000000,0.50000000,3.89189043
張九宗,1,1.00000000,0.50000000,3.89189043
李愬,1,1.00000000,0.50000000,3.89189043
劉乂,1,1.00000000,0.50000000,3.89189043
賈餗,1,1.00000000,0.50000000,3.89189043
山東野客,1,1.00000000,0.50000000,3.89189043
羅萬象,1,1.00000000,0.50000000,3.89189043
韋曾,1,1.00000000,0.50000000,3.89189043
張毅夫,1,1.00000000,0.50000000,3.89189043
李壽朋,1,1.00000000,0.50000000,3.89189043
敬相,1,1.00000000,0.50000000,3.89189043
劉蛻,1,1.00000000,0.50000000,3.89189043
李漼,1,1.00000000,0.50000000,3.89189043
盧攜,1,1.00000000,0.50000000,3.89189043
路巖,1,1.00000000,0.50000000,3.89189043
韓氏,1,1.00000000,0.50000000,3.89189043
韓喜,1,1.00000000,0.50000000,3.89189043
張彥修〖1〗,1,1.00000000,0.50000000,3.89189043
清瀾,1,1.00000000,0.50000000,3.89189043
唐朝美,1,1.00000000,0.50000000,3.89189043
李度,1,1.00000000,0.50000000,3.89189043
田敏,1,1.00000000,0.50000000,3.89189043
獨孤貞節,1,1.00000000,0.50000000,3.89189043
張振祖,1,1.00000000,0.50000000,3.89189043
胡嶠,1,1.00000000,0.50000000,3.89189043
福全,1,1.00000000,0.50000000,3.89189043
黃冠道人,1,1.00000000,0.50000000,3.89189043
喬舜,1,1.00000000,0.50000000,3.89189043
成文幹,1,1.00000000,0.50000000,3.89189043
徐知證,1,1.00000000,0.50000000,3.89189043
皇甫繼勳,1,1.00000000,0.50000000,3.89189043
危仔昌,1,1.00000000,0.50000000,3.89189043
唐希雅,1,1.00000000,0.50000000,3.89189043
謙明,1,1.00000000,0.50000000,3.89189043
屠環智,1,1.00000000,0.50000000,3.89189043
韋謙,1,1.00000000,0.50000000,3.89189043
陳長官,1,1.00000000,0.50000000,3.89189043
蒲禹卿,1,1.00000000,0.50000000,3.89189043
盧誥,1,1.00000000,0.50000000,3.89189043
馬彥珪,1,1.00000000,0.50000000,3.89189043
馮銖,1,1.00000000,0.50000000,3.89189043
李如實,1,1.00000000,0.50000000,3.89189043
令狐嶠,1,1.00000000,0.50000000,3.89189043
鄭雲從,1,1.00000000,0.50000000,3.89189043
勾龍逢,1,1.00000000,0.50000000,3.89189043
淘沙子,1,1.00000000,0.50000000,3.89189043
宋自然,1,1.00000000,0.50000000,3.89189043
村寺僧,1,1.00000000,0.50000000,3.89189043
王承旨,1,1.00000000,0.50000000,3.89189043
石仲元,1,1.00000000,0.50000000,3.89189043
曾弼,1,1.00000000,0.50000000,3.89189043
陳誼,1,1.00000000,0.50000000,3.89189043
蔣維東,1,1.00000000,0.50000000,3.89189043
栖巖,1,1.00000000,0.50000000,3.89189043
賣藥道人,1,1.00000000,0.50000000,3.89189043
趙節,1,1.00000000,0.50000000,3.89189043
史維翰,1,1.00000000,0.50000000,3.89189043
李渭,1,1.00000000,0.50000000,3.89189043
李欽止,1,1.00000000,0.50000000,3.89189043
施逵,1,1.00000000,0.50000000,3.89189043
清遠居士,1,1.00000000,0.50000000,3.89189043
楊禹珪,1,1.00000000,0.50000000,3.89189043
厲翼,1,1.00000000,0.50000000,3.89189043
鄭詳,1,1.00000000,0.50000000,3.89189043
