author,train_sample_count,raw_weight,clipped_weight,sample_weight
范傳正,2,0.70710678,0.50000000,3.89189043
胡[証],2,0.70710678,0.50000000,3.89189043
張賈,2,0.70710678,0.50000000,3.89189043
張文規,2,0.70710678,0.50000000,3.89189043
席夔,2,0.70710678,0.50000000,3.89189043
皇甫湜,2,0.70710678,0.50000000,3.89189043
盧儲,2,0.70710678,0.50000000,3.89189043
李景伯,2,0.70710678,0.50000000,3.89189043
王珪,2,0.70710678,0.50000000,3.89189043
于志寧,2,0.70710678,0.50000000,3.89189043
沈叔安,2,0.70710678,0.50000000,3.89189043
朱子奢,2,0.70710678,0.50000000,3.89189043
馬周,2,0.70710678,0.50000000,3.89189043
張文恭,2,0.70710678,0.50000000,3.89189043
薛元超,2,0.70710678,0.50000000,3.89189043
李敬玄,2,0.70710678,0.50000000,3.89189043
楊思玄,2,0.70710678,0.50000000,3.89189043
趙謙光,2,0.70710678,0.50000000,3.89189043
鄭惟忠,2,0.70710678,0.50000000,3.89189043
蘇瓌,2,0.70710678,0.50000000,3.89189043
嚴休復,2,0.70710678,0.50000000,3.89189043
盧貞,2,0.70710678,0.50000000,3.89189043
陳昌言,2,0.70710678,0.50000000,3.89189043
葉季良,2,0.70710678,0.50000000,3.89189043
李宣遠,2,0.70710678,0.50000000,3.89189043
張瀛,2,0.70710678,0.50000000,3.89189043
賀蘭朋吉,2,0.70710678,0.50000000,3.89189043
蔡京,2,0.70710678,0.50000000,3.89189043
韋表微,2,0.70710678,0.50000000,3.89189043
吳武陵,2,0.70710678,0.50000000,3.89189043
楊敬之,2,0.70710678,0.50000000,3.89189043
楊虞卿,2,0.70710678,0.50000000,3.89189043
趙蕃,2,0.70710678,0.50000000,3.89189043
郭周藩,2,0.70710678,0.50000000,3.89189043
侯冽,2,0.70710678,0.50000000,3.89189043
劉虛白,2,0.70710678,0.50000000,3.89189043
呂羣,2,0.70710678,0.50000000,3.89189043
郭良驥,2,0.70710678,0.50000000,3.89189043
焦郁,2,0.70710678,0.50000000,3.89189043
朱沖和,2,0.70710678,0.50000000,3.89189043
張光朝,2,0.70710678,0.50000000,3.89189043
常楚老,2,0.70710678,0.50000000,3.89189043
平曾,2,0.70710678,0.50000000,3.89189043
景審,2,0.70710678,0.50000000,3.89189043
楊洵美,2,0.70710678,0.50000000,3.89189043
魏扶,2,0.70710678,0.50000000,3.89189043
紀唐夫,2,0.70710678,0.50000000,3.89189043
李景,2,0.70710678,0.50000000,3.89189043
李肱,2,0.70710678,0.50000000,3.89189043
高正臣,2,0.70710678,0.50000000,3.89189043
高球,2,0.70710678,0.50000000,3.89189043
弓嗣初,2,0.70710678,0.50000000,3.89189043
權審,2,0.70710678,0.50000000,3.89189043
曹汾,2,0.70710678,0.50000000,3.89189043
張希復,2,0.70710678,0.50000000,3.89189043
崔鉉,2,0.70710678,0.50000000,3.89189043
元晦,2,0.70710678,0.50000000,3.89189043
鄭薰,2,0.70710678,0.50000000,3.89189043
蒯希逸,2,0.70710678,0.50000000,3.89189043
黃頗,2,0.70710678,0.50000000,3.89189043
戈牢,2,0.70710678,0.50000000,3.89189043
王甚夷,2,0.70710678,0.50000000,3.89189043
周墀,2,0.70710678,0.50000000,3.89189043
楊知至,2,0.70710678,0.50000000,3.89189043
李善夷,2,0.70710678,0.50000000,3.89189043
盧溵,2,0.70710678,0.50000000,3.89189043
趙牧,2,0.70710678,0.50000000,3.89189043
于興宗,2,0.70710678,0.50000000,3.89189043
崔澹,2,0.70710678,0.50000000,3.89189043
盧渥,2,0.70710678,0.50000000,3.89189043
徐商,2,0.70710678,0.50000000,3.89189043
高璩,2,0.70710678,0.50000000,3.89189043
裴虔餘,2,0.70710678,0.50000000,3.89189043
溫庭皓,2,0.70710678,0.50000000,3.89189043
蕭遘,2,0.70710678,0.50000000,3.89189043
歐陽玭,2,0.70710678,0.50000000,3.89189043
潘緯,2,0.70710678,0.50000000,3.89189043
王季文,2,0.70710678,0.50000000,3.89189043
劉鄴,2,0.70710678,0.50000000,3.89189043
歐陽澥,2,0.70710678,0.50000000,3.89189043
鄭仁表,2,0.70710678,0.50000000,3.89189043
趙鴻,2,0.70710678,0.50000000,3.89189043
童翰卿,2,0.70710678,0.50000000,3.89189043
崔璞,2,0.70710678,0.50000000,3.89189043
魏朴,2,0.70710678,0.50000000,3.89189043
張禕,2,0.70710678,0.50000000,3.89189043
薛昭緯,2,0.70710678,0.50000000,3.89189043
陸翱,2,0.70710678,0.50000000,3.89189043
裴廷裕,2,0.70710678,0.50000000,3.89189043
戴司顏,2,0.70710678,0.50000000,3.89189043
張曙,2,0.70710678,0.50000000,3.89189043
張道古,2,0.70710678,0.50000000,3.89189043
陳嘉言,2,0.70710678,0.50000000,3.89189043
周彥暉,2,0.70710678,0.50000000,3.89189043
周思鈞,2,0.70710678,0.50000000,3.89189043
沈顏,2,0.70710678,0.50000000,3.89189043
劉崇龜,2,0.70710678,0.50000000,3.89189043
許晝,2,0.70710678,0.50000000,3.89189043
裴諧,2,0.70710678,0.50000000,3.89189043
王碩,2,0.70710678,0.50000000,3.89189043
賈馳,2,0.70710678,0.50000000,3.89189043
蔣肱,2,0.70710678,0.50000000,3.89189043
張友正,2,0.70710678,0.50000000,3.89189043
馬冉,2,0.70710678,0.50000000,3.89189043
劉贊,2,0.70710678,0.50000000,3.89189043
張直,2,0.70710678,0.50000000,3.89189043
高力士,2,0.70710678,0.50000000,3.89189043
楊奇鯤,2,0.70710678,0.50000000,3.89189043
布燮,2,0.70710678,0.50000000,3.89189043
捧劒僕,2,0.70710678,0.50000000,3.89189043
黃巢,2,0.70710678,0.50000000,3.89189043
羅衮,2,0.70710678,0.50000000,3.89189043
王鎔,2,0.70710678,0.50000000,3.89189043
趙光逢,2,0.70710678,0.50000000,3.89189043
張義方,2,0.70710678,0.50000000,3.89189043
劉洞,2,0.70710678,0.50000000,3.89189043
鍾謨,2,0.70710678,0.50000000,3.89189043
鍾蒨,2,0.70710678,0.50000000,3.89189043
韓昭,2,0.70710678,0.50000000,3.89189043
張令問,2,0.70710678,0.50000000,3.89189043
李宏臯,2,0.70710678,0.50000000,3.89189043
何仲舉,2,0.70710678,0.50000000,3.89189043
伍彬,2,0.70710678,0.50000000,3.89189043
王繼勳,2,0.70710678,0.50000000,3.89189043
李茂復,2,0.70710678,0.50000000,3.89189043
胡玢,2,0.70710678,0.50000000,3.89189043
盧注,2,0.70710678,0.50000000,3.89189043
胡幽貞,2,0.70710678,0.50000000,3.89189043
楊希道,2,0.70710678,0.50000000,3.89189043
王勣,2,0.70710678,0.50000000,3.89189043
裴延,2,0.70710678,0.50000000,3.89189043
賀朝清,2,0.70710678,0.50000000,3.89189043
朱子真,2,0.70710678,0.50000000,3.89189043
李謹言,2,0.70710678,0.50000000,3.89189043
王揆,2,0.70710678,0.50000000,3.89189043
宋雍,2,0.70710678,0.50000000,3.89189043
張安石,2,0.70710678,0.50000000,3.89189043
王瓚,2,0.70710678,0.50000000,3.89189043
蔡瓌,2,0.70710678,0.50000000,3.89189043
唐怡,2,0.70710678,0.50000000,3.89189043
劉元叔,2,0.70710678,0.50000000,3.89189043
徐振,2,0.70710678,0.50000000,3.89189043
張鴻,2,0.70710678,0.50000000,3.89189043
劉望,2,0.70710678,0.50000000,3.89189043
戴衢,2,0.70710678,0.50000000,3.89189043
楊行敏,2,0.70710678,0.50000000,3.89189043
李聰,2,0.70710678,0.50000000,3.89189043
李士元,2,0.70710678,0.50000000,3.89189043
楊達,2,0.70710678,0.50000000,3.89189043
李叔卿,2,0.70710678,0.50000000,3.89189043
李賓,2,0.70710678,0.50000000,3.89189043
唐堯臣,2,0.70710678,0.50000000,3.89189043
伊夢昌,2,0.70710678,0.50000000,3.89189043
柳曾,2,0.70710678,0.50000000,3.89189043
顏胄,2,0.70710678,0.50000000,3.89189043
豆盧回,2,0.70710678,0.50000000,3.89189043
沈徽,2,0.70710678,0.50000000,3.89189043
吳象之,2,0.70710678,0.50000000,3.89189043
唐堯客,2,0.70710678,0.50000000,3.89189043
石召,2,0.70710678,0.50000000,3.89189043
蔡崑,2,0.70710678,0.50000000,3.89189043
石殷士,2,0.70710678,0.50000000,3.89189043
穆寂,2,0.70710678,0.50000000,3.89189043
李沛,2,0.70710678,0.50000000,3.89189043
呂敞,2,0.70710678,0.50000000,3.89189043
張隨,2,0.70710678,0.50000000,3.89189043
河北士人,2,0.70710678,0.50000000,3.89189043
西鄙人,2,0.70710678,0.50000000,3.89189043
洛中舉子,2,0.70710678,0.50000000,3.89189043
織錦人,2,0.70710678,0.50000000,3.89189043
蔣鈞,2,0.70710678,0.50000000,3.89189043
陳德誠,2,0.70710678,0.50000000,3.89189043
歐陽彬,2,0.70710678,0.50000000,3.89189043
戴偃,2,0.70710678,0.50000000,3.89189043
臨川小吏,2,0.70710678,0.50000000,3.89189043
天寶宮人,2,0.70710678,0.50000000,3.89189043
魏氏,2,0.70710678,0.50000000,3.89189043
王韞秀,2,0.70710678,0.50000000,3.89189043
張氏,2,0.70710678,0.50000000,3.89189043
竇梁賓,2,0.70710678,0.50000000,3.89189043
鮑家四弦,2,0.70710678,0.50000000,3.89189043
劉雲,2,0.70710678,0.50000000,3.89189043
裴羽仙,2,0.70710678,0.50000000,3.89189043
劉媛,2,0.70710678,0.50000000,3.89189043
劉瑤,2,0.70710678,0.50000000,3.89189043
張瑛,2,0.70710678,0.50000000,3.89189043
光	威	裒,2,0.70710678,0.50000000,3.89189043
越溪楊女,2,0.70710678,0.50000000,3.89189043
王福娘,2,0.70710678,0.50000000,3.89189043
楊萊兒,2,0.70710678,0.50000000,3.89189043
徐月英,2,0.70710678,0.50000000,3.89189043
海印,2,0.70710678,0.50000000,3.89189043
慧宣,2,0.70710678,0.50000000,3.89189043
法宣,2,0.70710678,0.50000000,3.89189043
慧偘,2,0.70710678,0.50000000,3.89189043
海順,2,0.70710678,0.50000000,3.89189043
辨才,2,0.70710678,0.50000000,3.89189043
景雲,2,0.70710678,0.50000000,3.89189043
金地藏,2,0.70710678,0.50000000,3.89189043
大易,2,0.70710678,0.50000000,3.89189043
釋泚,2,0.70710678,0.50000000,3.89189043
應物,2,0.70710678,0.50000000,3.89189043
澹交,2,0.70710678,0.50000000,3.89189043
文秀,2,0.70710678,0.50000000,3.89189043
懷濬,2,0.70710678,0.50000000,3.89189043
若虛,2,0.70710678,0.50000000,3.89189043
无則,2,0.70710678,0.50000000,3.89189043
乾康,2,0.70710678,0.50000000,3.89189043
無悶,2,0.70710678,0.50000000,3.89189043
亞棲,2,0.70710678,0.50000000,3.89189043
惟審,2,0.70710678,0.50000000,3.89189043
尚能,2,0.70710678,0.50000000,3.89189043
陳寡言,2,0.70710678,0.50000000,3.89189043
徐靈府,2,0.70710678,0.50000000,3.89189043
吳子來,2,0.70710678,0.50000000,3.89189043
程紫霄,2,0.70710678,0.50000000,3.89189043
彭曉,2,0.70710678,0.50000000,3.89189043
葉法善,2,0.70710678,0.50000000,3.89189043
李遐周,2,0.70710678,0.50000000,3.89189043
趙惠宗,2,0.70710678,0.50000000,3.89189043
韓湘,2,0.70710678,0.50000000,3.89189043
裴航,2,0.70710678,0.50000000,3.89189043
殷七七,2,0.70710678,0.50000000,3.89189043
譚峭,2,0.70710678,0.50000000,3.89189043
許碏,2,0.70710678,0.50000000,3.89189043
張白,2,0.70710678,0.50000000,3.89189043
酒肆布衣,2,0.70710678,0.50000000,3.89189043
許學士,2,0.70710678,0.50000000,3.89189043
紫微孫處士,2,0.70710678,0.50000000,3.89189043
劉道昌,2,0.70710678,0.50000000,3.89189043
眉娘,2,0.70710678,0.50000000,3.89189043
慈恩塔院女仙,2,0.70710678,0.50000000,3.89189043
毛女正美,2,0.70710678,0.50000000,3.89189043
王仙仙,2,0.70710678,0.50000000,3.89189043
輔國將軍,2,0.70710678,0.50000000,3.89189043
湘中蛟女,2,0.70710678,0.50000000,3.89189043
商山三丈夫,2,0.70710678,0.50000000,3.89189043
富春沙際鬼,2,0.70710678,0.50000000,3.89189043
商山客死書生,2,0.70710678,0.50000000,3.89189043
崇聖寺鬼,2,0.70710678,0.50000000,3.89189043
龐德公,2,0.70710678,0.50000000,3.89189043
韋璜,2,0.70710678,0.50000000,3.89189043
王麗真,2,0.70710678,0.50000000,3.89189043
甄后,2,0.70710678,0.50000000,3.89189043
蘇檢妻,2,0.70710678,0.50000000,3.89189043
故臺城妓,2,0.70710678,0.50000000,3.89189043
無名鬼,2,0.70710678,0.50000000,3.89189043
盧絳,2,0.70710678,0.50000000,3.89189043
李榮,2,0.70710678,0.50000000,3.89189043
劉行敏,2,0.70710678,0.50000000,3.89189043
李休烈,2,0.70710678,0.50000000,3.89189043
史思明,2,0.70710678,0.50000000,3.89189043
吳士矩,2,0.70710678,0.50000000,3.89189043
李縝,2,0.70710678,0.50000000,3.89189043
戴公懷,2,0.70710678,0.50000000,3.89189043
宇文鼎,2,0.70710678,0.50000000,3.89189043
郭密之,2,0.70710678,0.50000000,3.89189043
馬令,2,0.70710678,0.50000000,3.89189043
南唐嗣主李璟,2,0.70710678,0.50000000,3.89189043
許岷,2,0.70710678,0.50000000,3.89189043
閩后陳氏,2,0.70710678,0.50000000,3.89189043
胡伯崇,2,0.70710678,0.50000000,3.89189043
陸翬,2,0.70710678,0.50000000,3.89189043
王熊,2,0.70710678,0.50000000,3.89189043
李行言,2,0.70710678,0.50000000,3.89189043
李如璧,2,0.70710678,0.50000000,3.89189043
吳兢,2,0.70710678,0.50000000,3.89189043
辛替否,2,0.70710678,0.50000000,3.89189043
解琬,2,0.70710678,0.50000000,3.89189043
李元紘,2,0.70710678,0.50000000,3.89189043
蕭嵩,2,0.70710678,0.50000000,3.89189043
陸堅,2,0.70710678,0.50000000,3.89189043
李適之,2,0.70710678,0.50000000,3.89189043
鄭繇,2,0.70710678,0.50000000,3.89189043
蘇晉,2,0.70710678,0.50000000,3.89189043
王光庭,2,0.70710678,0.50000000,3.89189043
蔡隱丘,2,0.70710678,0.50000000,3.89189043
談戭,2,0.70710678,0.50000000,3.89189043
孫處玄,2,0.70710678,0.50000000,3.89189043
張若虛,2,0.70710678,0.50000000,3.89189043
薛業,2,0.70710678,0.50000000,3.89189043
楊浚,2,0.70710678,0.50000000,3.89189043
陳希烈,2,0.70710678,0.50000000,3.89189043
裴士淹,2,0.70710678,0.50000000,3.89189043
斐公衍,2,0.70710678,0.50000000,3.89189043
路半千,2,0.70710678,0.50000000,3.89189043
賀蘭暹,2,0.70710678,0.50000000,3.89189043
唐樞,2,0.70710678,0.50000000,3.89189043
崔五嫂,2,0.70710678,0.50000000,3.89189043
唐明皇,2,0.70710678,0.50000000,3.89189043
劉希移,2,0.70710678,0.50000000,3.89189043
房元陽,2,0.70710678,0.50000000,3.89189043
劉延堅,2,0.70710678,0.50000000,3.89189043
宋家娘子,2,0.70710678,0.50000000,3.89189043
丁儒,2,0.70710678,0.50000000,3.89189043
趙不爲,2,0.70710678,0.50000000,3.89189043
王英,2,0.70710678,0.50000000,3.89189043
徐源,2,0.70710678,0.50000000,3.89189043
赵居貞,2,0.70710678,0.50000000,3.89189043
盧元輔,2,0.70710678,0.50000000,3.89189043
賈竦,2,0.70710678,0.50000000,3.89189043
李當,2,0.70710678,0.50000000,3.89189043
魏璞,2,0.70710678,0.50000000,3.89189043
顏真卿等,2,0.70710678,0.50000000,3.89189043
無名僧,2,0.70710678,0.50000000,3.89189043
李世民,2,0.70710678,0.50000000,3.89189043
圓觀,2,0.70710678,0.50000000,3.89189043
玄覽,2,0.70710678,0.50000000,3.89189043
裴通,2,0.70710678,0.50000000,3.89189043
童漢卿,2,0.70710678,0.50000000,3.89189043
韋洵美,2,0.70710678,0.50000000,3.89189043
陶晟,2,0.70710678,0.50000000,3.89189043
法常,2,0.70710678,0.50000000,3.89189043
張文伏,2,0.70710678,0.50000000,3.89189043
盧郢,2,0.70710678,0.50000000,3.89189043
錢弘佐,2,0.70710678,0.50000000,3.89189043
范禹偁,2,0.70710678,0.50000000,3.89189043
光業,2,0.70710678,0.50000000,3.89189043
杜仁傑,2,0.70710678,0.50000000,3.89189043
張嶠,2,0.70710678,0.50000000,3.89189043
慈覺,2,0.70710678,0.50000000,3.89189043
慧稜,2,0.70710678,0.50000000,3.89189043
馬希振,2,0.70710678,0.50000000,3.89189043
曹菘〖1〗,2,0.70710678,0.50000000,3.89189043
任鵠,2,0.70710678,0.50000000,3.89189043
孟嘏,2,0.70710678,0.50000000,3.89189043
陸蟾,2,0.70710678,0.50000000,3.89189043
楊興義,2,0.70710678,0.50000000,3.89189043
聶通志,2,0.70710678,0.50000000,3.89189043
德圓,2,0.70710678,0.50000000,3.89189043
蜀宮人,2,0.70710678,0.50000000,3.89189043
義褒,2,0.70710678,0.50000000,3.89189043
李元禮,2,0.70710678,0.50000000,3.89189043
仁儉,2,0.70710678,0.50000000,3.89189043
卜天壽,2,0.70710678,0.50000000,3.89189043
智藏,2,0.70710678,0.50000000,3.89189043
智通,2,0.70710678,0.50000000,3.89189043
江油令,2,0.70710678,0.50000000,3.89189043
張嵩,2,0.70710678,0.50000000,3.89189043
智威,2,0.70710678,0.50000000,3.89189043
張鼎,2,0.70710678,0.50000000,3.89189043
陸善經,2,0.70710678,0.50000000,3.89189043
呂令問,2,0.70710678,0.50000000,3.89189043
哥舒翰,2,0.70710678,0.50000000,3.89189043
張司馬,2,0.70710678,0.50000000,3.89189043
渾惟明,2,0.70710678,0.50000000,3.89189043
史昂,2,0.70710678,0.50000000,3.89189043
張懷瓘,2,0.70710678,0.50000000,3.89189043
釋玄宗,2,0.70710678,0.50000000,3.89189043
鄭轅,2,0.70710678,0.50000000,3.89189043
無住,2,0.70710678,0.50000000,3.89189043
希遷,2,0.70710678,0.50000000,3.89189043
林藴,2,0.70710678,0.50000000,3.89189043
蘇溪和尚,2,0.70710678,0.50000000,3.89189043
慧藏,2,0.70710678,0.50000000,3.89189043
邢允中,2,0.70710678,0.50000000,3.89189043
謝觀,2,0.70710678,0.50000000,3.89189043
普化和尚,2,0.70710678,0.50000000,3.89189043
宗密,2,0.70710678,0.50000000,3.89189043
道常,2,0.70710678,0.50000000,3.89189043
軒轅集,2,0.70710678,0.50000000,3.89189043
周碏,2,0.70710678,0.50000000,3.89189043
趙象,2,0.70710678,0.50000000,3.89189043
隱山和尚,2,0.70710678,0.50000000,3.89189043
王□,2,0.70710678,0.50000000,3.89189043
盧庠,2,0.70710678,0.50000000,3.89189043
裴坦,2,0.70710678,0.50000000,3.89189043
裴謨,2,0.70710678,0.50000000,3.89189043
蔣琰,2,0.70710678,0.50000000,3.89189043
羅漢和尚,2,0.70710678,0.50000000,3.89189043
寰普,2,0.70710678,0.50000000,3.89189043
約禪師,2,0.70710678,0.50000000,3.89189043
爾朱翺,2,0.70710678,0.50000000,3.89189043
文炬,2,0.70710678,0.50000000,3.89189043
朱著,2,0.70710678,0.50000000,3.89189043
匡仁,2,0.70710678,0.50000000,3.89189043
徐巡官,2,0.70710678,0.50000000,3.89189043
煙蘿子,2,0.70710678,0.50000000,3.89189043
蘇允平,2,0.70710678,0.50000000,3.89189043
翟奉達,2,0.70710678,0.50000000,3.89189043
法覲,2,0.70710678,0.50000000,3.89189043
馮延魯,2,0.70710678,0.50000000,3.89189043
用虛,2,0.70710678,0.50000000,3.89189043
查元方,2,0.70710678,0.50000000,3.89189043
王操,2,0.70710678,0.50000000,3.89189043
師鼐,2,0.70710678,0.50000000,3.89189043
錢俶,2,0.70710678,0.50000000,3.89189043
道溥,2,0.70710678,0.50000000,3.89189043
慧救,2,0.70710678,0.50000000,3.89189043
文彧,2,0.70710678,0.50000000,3.89189043
鄭元弼,2,0.70710678,0.50000000,3.89189043
張連,2,0.70710678,0.50000000,3.89189043
盧承丘,2,0.70710678,0.50000000,3.89189043
緣觀,2,0.70710678,0.50000000,3.89189043
李堯夫,2,0.70710678,0.50000000,3.89189043
王漸,2,0.70710678,0.50000000,3.89189043
周如錫,2,0.70710678,0.50000000,3.89189043
張傑,2,0.70710678,0.50000000,3.89189043
馮友義,2,0.70710678,0.50000000,3.89189043
曹真人,2,0.70710678,0.50000000,3.89189043
楊玄一,2,0.70710678,0.50000000,3.89189043
戴良,2,0.70710678,0.50000000,3.89189043
范朝,2,0.70710678,0.50000000,3.89189043
韋丹,2,0.70710678,0.50000000,3.89189043
李希仲,2,0.70710678,0.50000000,3.89189043
楊諫,2,0.70710678,0.50000000,3.89189043
張萬頃,2,0.70710678,0.50000000,3.89189043
睿宗皇帝,1,1.00000000,0.50000000,3.89189043
文德皇后,1,1.00000000,0.50000000,3.89189043
江妃,1,1.00000000,0.50000000,3.89189043
韓王元嘉,1,1.00000000,0.50000000,3.89189043
信安王禕,1,1.00000000,0.50000000,3.89189043
宜芬公主,1,1.00000000,0.50000000,3.89189043
女學士宋氏若華,1,1.00000000,0.50000000,3.89189043
尚宮宋氏若昭,1,1.00000000,0.50000000,3.89189043
尚宮宋氏若憲,1,1.00000000,0.50000000,3.89189043
蕭妃,1,1.00000000,0.50000000,3.89189043
南唐先主李昪,1,1.00000000,0.50000000,3.89189043
吉王從謙,1,1.00000000,0.50000000,3.89189043
蜀高祖王建,1,1.00000000,0.50000000,3.89189043
後王錢俶,1,1.00000000,0.50000000,3.89189043
後蜀嗣主孟昶,1,1.00000000,0.50000000,3.89189043
閩王王繼鵬,1,1.00000000,0.50000000,3.89189043
劉晃,1,1.00000000,0.50000000,3.89189043
何鸞,1,1.00000000,0.50000000,3.89189043
裴璀,1,1.00000000,0.50000000,3.89189043
夏侯孜,1,1.00000000,0.50000000,3.89189043
胡雄,1,1.00000000,0.50000000,3.89189043
劉子玄,1,1.00000000,0.50000000,3.89189043
祝欽明,1,1.00000000,0.50000000,3.89189043
杜羔,1,1.00000000,0.50000000,3.89189043
竇威,1,1.00000000,0.50000000,3.89189043
劉濟,1,1.00000000,0.50000000,3.89189043
歐陽瑾,1,1.00000000,0.50000000,3.89189043
鮑氏君[徽]微,1,1.00000000,0.50000000,3.89189043
趙微明,1,1.00000000,0.50000000,3.89189043
梁獻,1,1.00000000,0.50000000,3.89189043
顧朝陽,1,1.00000000,0.50000000,3.89189043
陳昭,1,1.00000000,0.50000000,3.89189043
僧子蘭,1,1.00000000,0.50000000,3.89189043
張汯,1,1.00000000,0.50000000,3.89189043
劉元濟,1,1.00000000,0.50000000,3.89189043
劉义,1,1.00000000,0.50000000,3.89189043
張脩之,1,1.00000000,0.50000000,3.89189043
裴交泰,1,1.00000000,0.50000000,3.89189043
嚴識玄,1,1.00000000,0.50000000,3.89189043
薛耀,1,1.00000000,0.50000000,3.89189043
失撰人名,1,1.00000000,0.50000000,3.89189043
楊淩,1,1.00000000,0.50000000,3.89189043
李季蘭,1,1.00000000,0.50000000,3.89189043
張熾,1,1.00000000,0.50000000,3.89189043
劉氏瑤,1,1.00000000,0.50000000,3.89189043
黃麟,1,1.00000000,0.50000000,3.89189043
郭向,1,1.00000000,0.50000000,3.89189043
郭良,1,1.00000000,0.50000000,3.89189043
李收,1,1.00000000,0.50000000,3.89189043
程彌綸,1,1.00000000,0.50000000,3.89189043
屈同仙,1,1.00000000,0.50000000,3.89189043
豆盧復,1,1.00000000,0.50000000,3.89189043
梁洽,1,1.00000000,0.50000000,3.89189043
鄭紹,1,1.00000000,0.50000000,3.89189043
朱斌,1,1.00000000,0.50000000,3.89189043
梁德裕,1,1.00000000,0.50000000,3.89189043
常非月,1,1.00000000,0.50000000,3.89189043
張良璞,1,1.00000000,0.50000000,3.89189043
孫欣,1,1.00000000,0.50000000,3.89189043
王羨門,1,1.00000000,0.50000000,3.89189043
楊賁,1,1.00000000,0.50000000,3.89189043
莊若訥,1,1.00000000,0.50000000,3.89189043
魏璀,1,1.00000000,0.50000000,3.89189043
許瑤,1,1.00000000,0.50000000,3.89189043
賈邕,1,1.00000000,0.50000000,3.89189043
劉舟,1,1.00000000,0.50000000,3.89189043
元晟,1,1.00000000,0.50000000,3.89189043
劉太沖,1,1.00000000,0.50000000,3.89189043
姚發,1,1.00000000,0.50000000,3.89189043
鄭愕,1,1.00000000,0.50000000,3.89189043
殷少野,1,1.00000000,0.50000000,3.89189043
李峴,1,1.00000000,0.50000000,3.89189043
王迥,1,1.00000000,0.50000000,3.89189043
敬括,1,1.00000000,0.50000000,3.89189043
郭澹,1,1.00000000,0.50000000,3.89189043
蘇寓,1,1.00000000,0.50000000,3.89189043
袁邕,1,1.00000000,0.50000000,3.89189043
滕珦,1,1.00000000,0.50000000,3.89189043
蘇源明,1,1.00000000,0.50000000,3.89189043
沈東美,1,1.00000000,0.50000000,3.89189043
息夫牧,1,1.00000000,0.50000000,3.89189043
韋建,1,1.00000000,0.50000000,3.89189043
殷寅,1,1.00000000,0.50000000,3.89189043
崔惠童,1,1.00000000,0.50000000,3.89189043
賈躭,1,1.00000000,0.50000000,3.89189043
蕭華,1,1.00000000,0.50000000,3.89189043
元友讓,1,1.00000000,0.50000000,3.89189043
段懷然,1,1.00000000,0.50000000,3.89189043
張偁,1,1.00000000,0.50000000,3.89189043
陳孫,1,1.00000000,0.50000000,3.89189043
崔成甫,1,1.00000000,0.50000000,3.89189043
韋迢,1,1.00000000,0.50000000,3.89189043
竇蒙,1,1.00000000,0.50000000,3.89189043
張濯,1,1.00000000,0.50000000,3.89189043
古之奇,1,1.00000000,0.50000000,3.89189043
李陽冰,1,1.00000000,0.50000000,3.89189043
潘炎,1,1.00000000,0.50000000,3.89189043
呂牧,1,1.00000000,0.50000000,3.89189043
綦毋誠,1,1.00000000,0.50000000,3.89189043
姚倫,1,1.00000000,0.50000000,3.89189043
于結,1,1.00000000,0.50000000,3.89189043
鄭孺華,1,1.00000000,0.50000000,3.89189043
房孺復,1,1.00000000,0.50000000,3.89189043
楊郇伯,1,1.00000000,0.50000000,3.89189043
杜誦,1,1.00000000,0.50000000,3.89189043
鄭丹,1,1.00000000,0.50000000,3.89189043
崔琮,1,1.00000000,0.50000000,3.89189043
史延,1,1.00000000,0.50000000,3.89189043
獨孤綬,1,1.00000000,0.50000000,3.89189043
閻濟美,1,1.00000000,0.50000000,3.89189043
周徹,1,1.00000000,0.50000000,3.89189043
高拯,1,1.00000000,0.50000000,3.89189043
獨孤授,1,1.00000000,0.50000000,3.89189043
常沂,1,1.00000000,0.50000000,3.89189043
張昔,1,1.00000000,0.50000000,3.89189043
丁位,1,1.00000000,0.50000000,3.89189043
元友直,1,1.00000000,0.50000000,3.89189043
楊系,1,1.00000000,0.50000000,3.89189043
崔績,1,1.00000000,0.50000000,3.89189043
張季略,1,1.00000000,0.50000000,3.89189043
裴達,1,1.00000000,0.50000000,3.89189043
裴逵,1,1.00000000,0.50000000,3.89189043
崔季卿,1,1.00000000,0.50000000,3.89189043
于尹躬,1,1.00000000,0.50000000,3.89189043
沈仲昌,1,1.00000000,0.50000000,3.89189043
杜奕,1,1.00000000,0.50000000,3.89189043
陳元初,1,1.00000000,0.50000000,3.89189043
郭鄖,1,1.00000000,0.50000000,3.89189043
韋同則,1,1.00000000,0.50000000,3.89189043
李夷簡,1,1.00000000,0.50000000,3.89189043
王觀,1,1.00000000,0.50000000,3.89189043
崔瓘,1,1.00000000,0.50000000,3.89189043
鄭審,1,1.00000000,0.50000000,3.89189043
李彥遠,1,1.00000000,0.50000000,3.89189043
薛戎,1,1.00000000,0.50000000,3.89189043
獨孤良器,1,1.00000000,0.50000000,3.89189043
羅珦,1,1.00000000,0.50000000,3.89189043
韋執中,1,1.00000000,0.50000000,3.89189043
邵真,1,1.00000000,0.50000000,3.89189043
何頻瑜,1,1.00000000,0.50000000,3.89189043
駱浚,1,1.00000000,0.50000000,3.89189043
張署,1,1.00000000,0.50000000,3.89189043
柳公綽,1,1.00000000,0.50000000,3.89189043
